Date,Time,Network,Content Type,Sent by,Post,Impressions,Potential Reach,Engagement Rate (per Impression),Engagements,Likes,Comments,Shares,Click-Through Rate,Post Link Clicks,Other Post Clicks,Post Clicks (All),Post Media Clicks,Post Hashtag Clicks,Post Detail Expand Clicks,Profile Clicks,Other Engagements,Follows from Post,Unfollows from Post,Media Views
05/04/2020,3:02 PM,Twitter,Photo, ,"Meet our day 17 winners!

Please send your contact details (name, phone number and email address) via DM to claim your prize. T&amp;Cs apply.

Thank you to everyone who participated in the Clean Hands Geng challenge! Congratulations to all the winners. https://t.co/IqvTokZdzl","9,109","307,520",5.01%,456,64,20,28,0.03%,3,341,344,245,0,69,27,0,0,0,245
05/04/2020,9:21 PM,Twitter,Photo, ,"Challenge your friends to join the #ShareWithAFriendChallenge 
to support the fight against #Covid19. Share this post with them and request they challenge their other friends.
#StaySafe https://t.co/fVr76O1LUC","12,432","327,639",4.32%,537,103,24,64,0.01%,1,345,346,215,20,78,32,0,0,0,215
04/04/2020,10:00 AM,Twitter,Video,Sophia Amuka,What are the four C’s to look out for when choosing a ring? Find out in our wedding series?!! Click here https://t.co/ZlqdeJocsA  to watch. #SIBTCTheWeddingSeries https://t.co/YeMcM4PHPE,"6,996","306,898",3.22%,225,51,12,23,0.23%,16,123,139,62,5,46,10,0,0,0,312
04/04/2020,10:00 AM,Twitter,Photo,Sophia Amuka,Protect yourself and others. Our self-service channels are available 24/7 for your banking needs. #StaySafe https://t.co/uwHYeu7VIS,"6,038","306,686",3.46%,209,58,14,28,0,0,109,109,75,1,24,9,0,0,0,75
04/04/2020,12:13 PM,Twitter,Photo, ,"We have some good news for you!

To help ease your financial burden during this Covid-19 pandemic,
You will not be charged for the Merchant Settlement Charge (MSC) for the next two weeks if you accept payment using Stanbic IBTC POS. https://t.co/ubJTa7A31d","10,996","316,133",3.28%,361,93,24,44,0.03%,3,197,200,51,0,114,32,0,0,0,51
04/04/2020,6:00 PM,Twitter,Photo,Sophia Amuka,"Do not respond or engage anyone that calls or send text messages requesting for your card details, internet banking passwords or BVN. Be #MoneySafe https://t.co/t9SMkj8O3Q","5,958","304,360",2.43%,145,54,9,28,0,0,54,54,27,2,20,5,0,0,0,27
04/04/2020,8:38 PM,Twitter,Photo, ,"If you carry out transactions using the Stanbic IBTC Mobile App and USSD, we have good news for you!

To help relieve financial transaction constraints during this period, your first five (5) transfers via our digital platforms (Mobile App, USSD and internet banking) will be free https://t.co/YIJJqpKyXV","10,233","320,119",4.21%,431,85,28,39,0.03%,3,276,279,129,0,109,38,0,0,0,129
03/04/2020,2:00 PM,Twitter,Photo,Sophia Amuka,"This is an unprecedented time, and the notion of staying at home for the period is a lot for anyone to wrap their head around, both physically and mentally. Here are ways to get productive during this period. 
#StaySafe #StanbicIBTC https://t.co/eJGj3AAmh4","6,757","310,631",4.32%,292,62,25,34,0.07%,5,166,171,98,2,51,15,0,0,0,98
03/04/2020,4:00 PM,Twitter,Photo,Sophia Amuka,"For more information, call 0700909909909
or email customercarenigeria@stanbicibtc.com #MoneySafe https://t.co/ErFNU2jRRV","7,935","301,505",2.91%,231,57,27,25,0,0,122,122,70,0,41,11,0,0,0,70
03/04/2020,6:00 PM,Twitter,Photo,Sophia Amuka,"For more information, call 0700909909909 or email customercarenigeria@stanbicibtc.com #MoneySafe https://t.co/707qjbuRBI","6,375","293,909",9.84%,627,58,17,22,0,0,530,530,443,0,67,20,0,0,0,443
03/04/2020,9:29 PM,Twitter,Photo, ,"Meet our day 16 winners!

Please send your contact details (name, phone number and email address) via DM to claim your prize. T&amp;Cs apply.

Join the Clean Hands Geng and win a N10,000 Voucher! To win, simply do the following: https://t.co/nxxZOjqihN","12,161","300,619",6.81%,828,88,39,29,0.11%,13,659,672,447,0,179,33,0,0,0,447
02/04/2020,9:00 AM,Twitter,Photo,Sophia Amuka,"Stay safe and still carry out all your bank transactions with our USSD code and Mobile Banking App. It’s safe and convenient 😉  
#StaySafe https://t.co/3ZBLXhlpRc","6,555","310,149",3.81%,250,65,21,32,0.02%,1,131,132,79,2,38,12,0,0,0,79
02/04/2020,10:00 AM,Twitter,Photo,Sophia Amuka,"Thank you @wemabank for the initiative. We challenge our friends to  join the #ShareWithAFriendChallenge 
To support the fight against COVID-19, share this post with your friends to check up on them. 
#StaySafe https://t.co/Nhd0hxSLjj","13,560","443,608",7.46%,"1,012",111,22,69,0.04%,5,805,810,552,11,178,64,0,0,0,552
02/04/2020,2:00 PM,Twitter,Photo,Sophia Amuka,"Think yourself an 'Efiko'? Well, prove it!
#Trivia https://t.co/3cxlspA2a9","30,935","311,312",13.18%,"4,077",227,249,57,0.03%,9,"3,535","3,544","1,940",21,"1,473",101,0,0,1,"1,940"
02/04/2020,6:00 PM,Twitter,Photo,Sophia Amuka,"👊  if you got it right without the help of Google. 
#Trivia https://t.co/A0Otw1PUI8","10,282","303,095",5.98%,615,83,28,28,0.01%,1,475,476,339,2,103,31,0,0,0,339
02/04/2020,10:31 PM,Twitter,Photo, ,"Congratulations to our Day 15 winners!

Please send your contact details (name, phone number and email address) via DM to claim your prize. T&amp;Cs apply.

Join the Clean Hands Geng and win a N10,000 Voucher! To win, simply do the following: https://t.co/n0ms0ZSMic","13,299","311,176",8.38%,"1,115",97,44,36,0.02%,2,936,938,578,0,306,52,0,0,0,578
01/04/2020,8:00 AM,Twitter,Photo,Sophia Amuka,Happy new month to everyone. Remember safety first... Stay safe. #April #NewMonth #StanbicIBTC https://t.co/nn1PZeMI2V,"12,039","322,504",4.91%,591,139,54,61,0.01%,1,336,337,203,4,103,26,0,0,0,203
01/04/2020,12:00 PM,Twitter,Photo,Sophia Amuka,We appreciate your work and your contributions towards helping the country fight #Coronavirus. Please mention others you’re thankful for during these times and comment with 💙  to support the cause. #StaySafe #ThinkSafety https://t.co/py9ysLUABz,"12,612","326,704",3.56%,449,120,42,50,0.01%,1,236,237,100,10,103,23,0,0,0,100
01/04/2020,9:41 PM,Twitter,Photo, ,"Congratulations to our day 14 winners!

Please send your contact details (name, phone number and email address) via DM to claim your prize. T&amp;Cs apply.

Join the Clean Hands Geng and win a N10,000 Voucher! To win, simply do the following: https://t.co/nNk7Hth22K","13,499","308,190",7.16%,967,85,39,26,0.05%,7,810,817,522,0,241,47,0,0,0,522
01/04/2020,10:04 PM,Twitter,Photo, ,"Dear customer, we advise that you stay home, and carry out your bank transactions using our e-channels.
For customers outside Lagos, Abuja and Ogun states, kindly click here https://t.co/g67Yn5oR6Z to view the list of branches that are open to serve you.
#StaySafe #ThinkSafety https://t.co/OpPbtS0sCj","5,579","313,400",4.53%,253,56,21,33,0.59%,33,110,143,55,2,42,11,0,0,0,55
01/04/2020,11:18 PM,Twitter,Photo,Aramide Salami,"Locked down but not locked out!
You can reach us from the comfort of your home. 
#StayHome and #StaySafe! #WealthWednesday https://t.co/dOi3cfkpPM","6,542","308,142",5.79%,379,68,28,31,0.02%,1,251,252,107,0,109,35,0,0,0,107
31/03/2020,12:03 PM,Twitter,Photo,Sophia Amuka,"Dear customer, we advise that you stay home, and carry out your bank transactions using our e-channels.
For customers outside Lagos, Abuja and Ogun states, kindly click here https://t.co/bUHmCc8hzT to view the list of branches that are open to serve you.
#StaySafe #ThinkSafety https://t.co/OPGFFep5nk","5,585","330,750",6.50%,363,83,36,46,0.88%,49,149,198,49,3,83,14,0,0,0,49
31/03/2020,3:00 PM,Twitter,Photo,Sophia Amuka,"No need to handle cash during this period, make payments on e-commerce sites and POS with C'Gate USSD solutions. Call 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com for more details. https://t.co/yDBrqTl03a","8,288","323,867",3.98%,330,77,36,49,0,0,168,168,52,0,94,22,0,0,0,52
31/03/2020,6:00 PM,Twitter,Photo,Sophia Amuka,"You can access our banking services from the comfort of your home.
Just dial *909#. #StaySafe! https://t.co/SDsdtiHsY2","9,174","322,174",3.91%,359,82,42,48,0,0,187,187,78,1,81,27,0,0,0,78
31/03/2020,11:49 PM,Twitter,Photo, ,"Congratulations to our Day 13 winners!

Please send your contact details (name, phone number and email address) via DM to claim your prize. T&amp;Cs apply.

Have you washed your hands? Join the Clean Hands Geng and win a N10,000 Voucher! To win, simply do the following: https://t.co/7bqAZQ8yxY","13,110","318,262",8.53%,"1,118",99,36,40,0.03%,4,939,943,572,0,301,66,0,0,0,572
30/03/2020,3:21 PM,Twitter,Photo, ,"Following the announcement of the Federal Government of Nigeria restricting movement in FCT, Lagos, and Ogun States, please be informed that all our available branches in these states will be open for extended hours today. https://t.co/told4aok7h",0,"287,603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/03/2020,3:25 PM,Twitter,Photo, ,"Following the announcement of the Federal Government of Nigeria restricting movement in FCT, Lagos, and Ogun States, please be informed that all our available branches in these states will be open for extended hours today. https://t.co/xrJ0lE90WH","12,707","318,161",5.31%,675,94,29,56,0.03%,4,492,496,251,0,212,29,0,0,0,251
30/03/2020,7:15 PM,Twitter,Photo,Sophia Amuka,"Don't respond to phone calls requesting for your card details or password – hang up. 
If you’re not sure, call 0700909909909
or email customercarenigeria@stanbicibtc.com #MoneySafe https://t.co/xWXFUEmBva","8,101","303,699",3.74%,303,94,25,47,0,0,137,137,55,0,69,13,0,0,0,55
30/03/2020,10:23 PM,Twitter,Photo, ,"Congratulations to our day 12 winners!

Please send your contact details (name, phone number and email address) via DM to claim your prize. T&amp;Cs apply.

Have you washed your hands? Join the Clean Hands Geng and win a N10,000 Voucher! To win, simply do the following: https://t.co/b77pFfmYdt","16,544","321,339",7.50%,"1,241",111,45,47,0.04%,6,"1,032","1,038",627,0,325,80,0,0,0,627
29/03/2020,12:00 PM,Twitter,Photo,Sophia Amuka,"No matter the transaction, whether buying airtime, transfer or paying bills, #APPyness has got you covered. Download now from your app store. https://t.co/n6CuRCHBRC","12,106","305,644",3.21%,388,93,37,50,0,0,208,208,68,6,103,31,0,0,0,68
29/03/2020,10:52 PM,Twitter,Photo, ,"Congratulations to our day 11 winners!

Please send your contact details (name, phone number and email address) via DM to claim your prize. T&amp;Cs apply.

Have you washed your hands? Join the Clean Hands Geng and win a N10,000 Voucher! To win, simply do the following: https://t.co/FTgNhDPWHu","14,253","307,885",7.92%,"1,129",110,38,42,0.02%,3,936,939,638,0,241,57,0,0,0,638
28/03/2020,10:14 AM,Twitter,Photo, ,"Chappal Waddi is a hill in Nigeria and, at 2,419 meters, is the country's highest point. It is located in Taraba State, near the border with Cameroon, in the Gashaka-Gumpti Forest Reserve and Gashaka-Gumpti National Park on the Mambilla Plateau. https://t.co/nlTTw1Rc4h","15,599","325,068",4.08%,636,127,37,67,0.01%,1,404,405,263,0,119,22,0,0,0,263
28/03/2020,2:13 PM,Twitter,Link, ,"It’s time to ask the most important question of your life. How should you do it? What should you consider? Follow @StanbicIBTC across all platforms to watch to learn from one couple’s journey down the aisle! #SIBTCTheWeddingSeries
Watch the video here: 
https://t.co/ZlqdeJocsA",0,"291,384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/03/2020,3:15 PM,Twitter,Video, ,"It’s time to ask the most important question of your life. How should you do it? What should you consider? Follow @StanbicIBTC across all platforms to watch to learn from one couple’s journey down the aisle! 
Watch full video here: https://t.co/ZlqdeJocsA
#SIBTCTheWeddingSeries https://t.co/fYwtP1tY1Y","12,010","316,330",3.78%,454,121,30,51,0.11%,13,239,252,93,2,118,26,0,0,0,552
28/03/2020,6:00 PM,Twitter,Photo,Sophia Amuka,Call us on 01 270 6800 or email SITLAgency@stanbicibtc.com and let’s help you leave a legacee for the ones you love. https://t.co/C3FybsTXtN,"7,110","309,356",3.59%,255,56,30,28,0,0,141,141,54,0,69,18,0,0,0,54
28/03/2020,10:19 PM,Twitter,Photo, ,"Congratulations to our Day 10 winners!

Please send your contact details (name, phone number and email address) via DM to claim your prize. T&amp;Cs apply.

Clean Hands Challenge Continues! To win, simply do the following: https://t.co/9uXgLBJTOb",0,"295,740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/03/2020,10:59 PM,Twitter,Photo, ,"Congratulations to our Day 10 winners!

Please send your contact details (name, phone number and email address) via DM to claim your prize. T&amp;Cs apply.

Clean Hands Challenge Continues! To win, simply do the following: https://t.co/465QriSjmV","13,568","311,338",7.44%,"1,010",95,34,45,0.03%,4,832,836,546,0,216,70,0,0,0,546
27/03/2020,8:00 AM,Twitter,Photo,Sophia Amuka,"Take the necessary precautions and #staysafe. Use our e-banking channels for all your banking transactions. 

#CleanHandsGeng #StanbicIBTCGeng #COVID19Tips
#staysafegeng https://t.co/xtvFmSk9tk","9,827","331,176",9.10%,894,97,42,62,0.02%,2,691,693,83,3,582,23,0,0,0,83
27/03/2020,9:00 AM,Twitter,Photo,Sophia Amuka,"With presence in over 20 African countries and across the globe, there’s no better partner than us to help facilitate trade finance. Call 01 422 8855 or email Ibenquiries@stanbicibtc.com and lets help you. https://t.co/kTXLBztZdM","11,464","325,059",3.16%,362,90,40,54,0,0,178,178,60,0,89,29,0,0,0,60
27/03/2020,12:00 PM,Twitter,Photo,Sophia Amuka,"Let’s see who can get this. Comment below 👇  with your correct answer! 
#Trivia https://t.co/LT58rF4gYm","27,497","321,306",6.83%,"1,878",197,241,57,0.02%,6,"1,377","1,383",590,9,715,63,0,0,0,590
27/03/2020,2:16 PM,Twitter,Photo, ,"💡Hand washing Geng Challenge 

1) Do a video of yourself washing your hand for 20 seconds with Stanbic IBTC Geng Tune.

2) Post in your page using the following hashtags: #StanbicIBTCGeng #909FanGeng #InvestmentClubGeng #SavingsSureGeng #BookwormGeng #EasterLoveGeng https://t.co/Ljh5RtUmFx",0,"313,124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/03/2020,4:00 PM,Twitter,Photo,Sophia Amuka,"Raise your hands if you got the answer 😁 
#Trivia https://t.co/X58yBORqKb","14,028","307,201",4.15%,582,104,67,40,0.01%,1,370,371,181,3,152,34,0,0,0,181
27/03/2020,4:21 PM,Twitter,Photo, ,"Clean Hands Challenge

1) Do a video of yourself washing your hands for 20 seconds with the Stanbic IBTC Geng Tune.
2) Post on your page using the following hashtags:
#CleanHandsGeng  #StanbicIBTCGeng #909FanGeng #InvestmentClubGeng #SavingsSureGeng #BookwormGeng #EasterLoveGeng https://t.co/Ky7qspnISD","10,061","320,792",4.18%,421,88,21,49,0,0,263,263,103,35,104,21,0,0,0,103
27/03/2020,6:00 PM,Twitter,Video,Sophia Amuka,Opening an @easewallet has never been easier! Just dial *909# and follow the simple prompt. https://t.co/fJ9yvd9Ft3,"8,444","318,098",3.08%,260,72,30,46,0.01%,1,111,112,48,0,47,16,0,0,0,362
27/03/2020,7:57 PM,Twitter,Photo, ,"Congratulations to our day 9 winners!

Please send your contact details (name, phone number and email address) via DM to claim your prize. T&amp;Cs apply.

Win the next N10,000 voucher in the Clean Hands Challenge. To win, simply do the following https://t.co/kV427qaagE","14,445","321,106",7.57%,"1,093",115,39,50,0.06%,8,881,889,617,0,203,61,0,0,0,617
26/03/2020,7:55 AM,Twitter,Photo,Aramide Salami,"Meet our day 7 winners!

Please send your contact details (name, phone number and email address) via DM to claim your prize. T&amp;Cs apply.

#StanbicIBTCGeng #909FanGeng #investmentClubGeng #SavingsSureGeng #BookWormGeng #EasterLoveGeng https://t.co/h8vI3IIhW3","16,172","317,236",7.08%,"1,145",115,54,51,0.01%,2,923,925,584,23,233,83,0,0,0,584
26/03/2020,10:00 AM,Twitter,Photo,Sophia Amuka,Stay connected all day long! Buy data with *909*8# now! https://t.co/Wqo2zZmHGm,"8,969","310,178",3.87%,347,84,34,50,0,0,179,179,133,0,38,8,0,0,1,133
26/03/2020,11:49 AM,Twitter,Photo, ,"Join Akinbamidele Akintola, Head Sub Saharan Africa Equity sales on our Blue Talks Webinar 12 – 1pm on Thursday, March 26 as he discusses on how COVID-19 and fall in oil prices impacts our economy. Watch the webinar live on Youtube - https://t.co/gCFWMRlqKF https://t.co/T9pMuoPq5V","9,014","320,595",3.85%,347,69,26,54,0.57%,51,147,198,63,0,68,16,0,0,0,63
26/03/2020,6:00 PM,Twitter,Photo,Sophia Amuka,Take control of your finances today. Make intelligent investment decisions with Invest Beta. Visit https://t.co/nRMV0Y7QaK to get started. https://t.co/PYK9dvZsld,"7,003","315,451",3.88%,272,70,26,44,0.50%,35,97,132,33,0,54,10,0,0,0,33
26/03/2020,6:39 PM,Twitter,Photo, ,"Congratulations to our day 8 winners!

Please send your contact details (name, phone number and email address) via DM to claim your prize. T&amp;Cs apply.

#StanbicIBTCGeng #909FanGeng #investmentClubGeng #SavingsSureGeng #BookWormGeng #EasterLoveGeng https://t.co/siAj4MrtPe","12,342","322,607",8.19%,"1,011",103,56,58,0.01%,1,793,794,512,22,175,84,0,0,0,512
26/03/2020,8:00 PM,Twitter,Photo,Sophia Amuka,"No matter your income level, you too can invest in the FGN Savings Bonds. Call 01 422 0004 or email stockbroking@stanbicibtc.com to get started with as little as N5000. https://t.co/d4Bh0Ll12K","11,242","323,263",3.67%,413,98,35,56,0,0,224,224,65,0,128,31,0,0,0,65
25/03/2020,10:00 AM,Twitter,Photo,Sophia Amuka,"Open a BluEdge account to get zero opening balance, unlimited number of withdrawals, transactions on *909# 24/7 without data! Fill in your details here https://t.co/xPJwDLGXrQ and we will contact you! https://t.co/DzBuDk11Ei","7,116","310,912",4.33%,308,85,28,47,0.77%,55,93,148,17,0,57,19,0,0,0,17
25/03/2020,12:06 PM,Twitter,Photo, ,"What effects will COVID-19 and the fall of oil prices have on the economy? Join Akinbamidele Akintola, Head Sub Saharan Africa Equity sales on our Blue Talks Webinar 12 – 1pm on Thursday, March 26 for an expose on this and more. To join, register here - https://t.co/R0lUKPYznq https://t.co/kJQcJooVFj","7,382","317,031",5.05%,373,74,21,46,0.58%,43,189,232,67,0,104,18,0,0,0,67
