Date,Time,Network,Content Type,Sent by,Link,Post,Impressions,Organic Impressions,Reach,Organic Reach,Engagement Rate (per Impression),Engagement Rate (per Reach),Engagements,Reactions,Likes,Comments,Saves
23/05/2020,5:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAiUpzql7fH/,"Get a 10% discount on Jumia and shop with ease with your Stanbic IBTC Mastercard. 
Valid till 5 June 2020
T&Cs apply","3,002","3,002","2,757","2,757",2.60%,2.83%,78,76,76,1,1
23/05/2020,6:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAibhmTlx-Y/,"Even in the face of a global threat to all humanity, we will stand together on our faith, shared hopes and the positivity of the African spirt. #HappyAfricaDay","3,803","3,803","3,402","3,402",3.31%,3.70%,126,118,118,7,1
22/05/2020,8:00 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAeyDiIjJCR/,Get ready to activate your superpower. 😀 Watch this space for more details. #LikeAHero,"2,250","2,250","2,071","2,071",2.71%,2.95%,61,60,60,0,1
22/05/2020,10:00 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAe_yy4gslM/,"Don’t let social distancing stop you from chatting with family and friends, renew your data plan with ease when you dial *909*8#.","2,118","2,118","1,933","1,933",2.50%,2.74%,53,47,47,6,0
22/05/2020,12:44 PM,Instagram,Photo, ,https://www.instagram.com/p/CAfSqBlp_IP/,"The results are in!

Stay tuned for the final battle of the #HiFL2020 e-invitational. 
Who are you rooting for?
#HiFLStanbicIBTC","2,137","2,137","1,912","1,912",2.57%,2.88%,55,54,54,0,1
22/05/2020,1:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAfUZxcloH3/,"Households, Micro-enterprises, and SMEs! Take advantage of the N50 Billion Targeted Credit Facility offered by the Central Bank of Nigeria (CBN) to mitigate the effects of COVID-19. To know more, please call 0700 909 909 909 or send an email to CustomerCareNigeria@stanbicibtc.com","2,524","2,524","2,273","2,273",2.26%,2.51%,57,54,54,2,1
22/05/2020,2:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAfbRNEFoBW/,"As we round up this #Ramadan, please share with us the lessons you have learnt?","2,934","2,934","2,656","2,656",2.49%,2.75%,73,70,70,3,0
22/05/2020,5:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAfv3h2l8Gt/,"For the football lovers out there ⚽ 💙, tell us which footballer would you like to be for a day and why? #FootballFriday",0,0,0,0,0,0,13,13,13,0,0
22/05/2020,8:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAgEeMMFFRh/,Call us on 01-2706800 or email sitlagency@stanbicibtc.com and let’s help you prepare for your child’s education. #SET,"2,372","2,372","2,152","2,152",2.95%,3.25%,70,65,65,4,1
21/05/2020,11:00 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAch3IOgNwk/,Don’t get lost in the hustle of work-life and forget to plan for your retirement. Call 01 271 6000 or email pensionsolution@stanbicibtc.com and let’s help you plan for your retirement. #HappenToLife,"2,183","2,183","1,993","1,993",3.48%,3.81%,76,73,73,0,3
21/05/2020,3:01 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAc9b7-FEGX/,There is a new super hero in town. Watch this space for more details. #LikeAHero,"2,398","2,398","2,228","2,228",2.84%,3.05%,68,67,67,1,0
21/05/2020,6:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAdR8XUlrKy/,"#StayHome and enjoy a 10% discount on Jumia when you shop with your Stanbic IBTC Mastercard. 
Valid till 5 June 2020
T&Cs apply","2,346","2,346","2,127","2,127",3.20%,3.53%,75,73,73,1,1
20/05/2020,11:00 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAZ9EXEDgHj/,"With our digital channels you can #StaySafe and manage your transactions whilst social distancing. But if you do need to visit our branch, kindly click the link in our bio to view a list of branches that are open to serve you. Please adhere to instructions when at the branch.","2,771","2,771","2,612","2,612",3.72%,3.94%,103,91,91,8,4
20/05/2020,4:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAafakXlnIV/,Imagine you could take your armour with you anywhere you go. Watch this space for more details. #LikeAHero,"3,192","3,192","3,006","3,006",3.95%,4.19%,126,103,103,21,2
20/05/2020,5:21 PM,Instagram,Carousel, ,https://www.instagram.com/p/CAaosjipdf7/,"Here are the results from the #HiFL2020 e-invitational round of 8 matches. 
Stay tuned for more!
#HiFLStanbicIBTC","2,005","2,005","1,535","1,535",2.84%,3.71%,57,54,54,2,1
20/05/2020,5:25 PM,Instagram,Photo, ,https://www.instagram.com/p/CAapIVApF96/,"The battle is getting hotter!

Watch live on @HiFLNigeria social media handles as gamers from your favorite schools go head-to-head.

#HiFL2020

#HiFLStanbicIBTC","2,075","2,075","1,935","1,935",2.51%,2.69%,52,52,52,0,0
20/05/2020,5:45 PM,Instagram,Video,Aramide Salami,https://www.instagram.com/p/CAaraNSFUkK/,"Are you self-employed and looking to put money aside for retirement? 
If yes, then the MicroPension Plan is perfect for you! Call 01-2716000 or send an email to pensionsolution@stanbicibtc.com now to get started. 
Don’t forget to #StaySafe and follow basic protective measures like maintaining social distancing, not going out without a mask and washing and sanitising your hands regularly. #WealthWednesday #RetireWell","1,362","1,362","1,223","1,223",3.60%,4.01%,49,47,47,2,0
20/05/2020,7:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAa0BUSF0kw/,Never share your OTP or password with anyone as you would be putting yourself at the risk of being defrauded. Call 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com for more details.,"2,695","2,695","2,507","2,507",2.67%,2.87%,72,66,66,4,2
19/05/2020,8:00 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAXDq2IjF4V/,"Get bonus credit to call loved ones, on us. Buy airtime worth N5000 and below with your @easewallet account today at 9:09 – 9:39 am/pm and get a 90.9% bonus. Please note that the bonus will be credited within 24 hours. T&Cs apply","3,547","3,547","3,255","3,255",4.14%,4.52%,147,82,82,65,0
19/05/2020,1:43 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAXq_jrFmlP/,"If you had the opportunity, which of these would you choose? #LikeAHero
1. Super speed
2. Super Strength
3. Read and move things with your mind
4. Teleport","3,016","3,016","2,776","2,776",3.35%,3.64%,101,95,95,6,0
19/05/2020,2:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAXs4K5FXwP/,"Shari'ah Fixed Income Fund provides you liquidity and competitive returns over a period of time, without compromising Islamic values and your peace of mind.  Click the link in our bio to get started or email assetmanagement@stanbicibtc.com. #NeverStopInvesting","2,016","2,016","1,847","1,847",2.83%,3.09%,57,49,49,7,1
19/05/2020,2:29 PM,Instagram,Photo, ,https://www.instagram.com/p/CAXwP1XpuZY/,"The 2020 edition of the Higher Institutions Football League (HiFL) is back, and we're glad to be partners in engaging and molding the talents of the Nigerian youths.
Watch this space for more!
#HiFL2020
#HiFLStanbicIBTC","2,205","2,205","2,030","2,030",3.27%,3.55%,72,71,71,1,0
19/05/2020,4:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAX6ne8lpMe/,"Rep your school as they #PlayIndoors for the world. 
What school do you think will emerge victorious? 
Catch the matches live on @hiflnigeria social media platforms
#HiFL2020
#HiFLStanbicIBTC","2,399","2,399","2,204","2,204",3.50%,3.81%,84,67,67,16,1
18/05/2020,10:00 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAUsnBrA4Am/,Don’t give up on yourself. #PowerUpMonday #MondayMotivation,"2,458","2,458","2,264","2,264",3.95%,4.28%,97,92,92,1,4
18/05/2020,1:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAVBOA2l67p/,"Enjoy 5% discount on purchases worth N5000 and above at Hubmart stores during Ramadan, when you shop with your Stanbic IBTC Card. T&Cs apply.","2,602","2,602","2,395","2,395",2.77%,3.01%,72,68,68,2,2
18/05/2020,3:17 PM,Instagram,Photo, ,https://www.instagram.com/p/CAVQ6qhpCM9/,"If you had the opportunity to choose a superpower, what would it be? #LikeAHero","2,947","2,947","2,667","2,667",3.43%,3.79%,101,97,97,3,1
18/05/2020,8:04 PM,Instagram,Photo, ,https://www.instagram.com/p/CAVxv4CJXQo/,"Whatever your insurance needs are, call 01 277 0394 or email Insurancesolution@stanbicibtc.com for the #BestInsuranceDeals.","2,566","2,566","2,270","2,270",2.73%,3.08%,70,69,69,0,1
17/05/2020,1:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CASca7SjYpR/,"Access your balance real-time, get your statement, make payments, buy airtime top-up and manage your money with our internet banking platform. #StaySafe #StanbicIBTC","2,799","2,799","2,501","2,501",3.47%,3.88%,97,79,79,16,2
16/05/2020,2:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAP-fsEFsBL/,Tell us what transactions you can carry out with your at easewallet?,"2,885","2,885","2,630","2,630",3.02%,3.31%,87,70,70,15,2
16/05/2020,6:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAQZ9OMlQFT/,"Stay vigilant. Call us immediately on 0700 909 909 909 to report any suspicious phone call, SMS or email. #MoneySafe","3,028","3,028","2,741","2,741",3.07%,3.39%,93,83,83,7,3
16/05/2020,11:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAQ8SLolb0U/,All of your child’s dreams are valid. Lay the foundation to help them achieve their dreams with an educational trust to #SET them on the right path. Call 01 2706800 or email sitlagency@stanbicibtc.com,"2,442","2,442","2,161","2,161",2.95%,3.33%,72,70,70,0,2
16/05/2020,11:21 PM,Instagram,Photo, ,https://www.instagram.com/p/CAQ-xtHJkAz/,Get 90.9% bonus airtime when you recharge airtime worth N5000 and below using your @easewallet account on the 19th of May between 9:09 – 9:39 am/pm. T&Cs apply,"3,759","3,759","3,381","3,381",3.96%,4.41%,149,94,94,53,2
15/05/2020,11:00 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CANFFqLH1Xt/,"In a bid to serve you better and also play our part in reducing the spread of COVID-19 virus, we would like to remind you to “Go Digital” as this aligns with the principles of staying safe by maintaining social distance.","2,701","2,701","2,484","2,484",3.78%,4.11%,102,99,99,2,1
15/05/2020,2:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CANZs89FKON/,"It is safer to use our digital channels for your transactions to maintain social distancing. However, if you need to visit our branch,  here are a list of our branches opened to customers https://bit.ly/ListofBranches and don’t forget to adhered to the instructions.","2,287","2,287","2,019","2,019",3.19%,3.62%,73,70,70,1,2
15/05/2020,3:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CANgkp_jTqb/,"With the Central Bank of Nigeria COVID-19 intervention, individuals and SMEs can now purchase FX for their valid transactions including essential imports and school fees. Call 0700 909 909 909 or send an email to CustomerCareNigeria@stanbicibtc.com for more details.","2,184","2,184","1,946","1,946",2.84%,3.19%,62,59,59,1,2
15/05/2020,6:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAN1LVglpIs/,All you need to do is inform your employer to make the necessary deductions from your monthly salary. Very simple! Right? Call 01 271 6000 or email pensionsolution@stanbicibtc.com to get started. #HappenToLife,"3,026","3,026","2,696","2,696",3.90%,4.38%,118,104,104,12,2
15/05/2020,8:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAOC5kElnAa/,"With COVID-19 making headlines around the world, it’s normal to feel uncertain about many aspects of life right now, including your finances. However, this could give you the opportunity to manage your finances better. Here are a few tips for you! #FinanceTip","2,728","2,728","2,421","2,421",2.27%,2.56%,62,57,57,2,3
15/05/2020,8:35 PM,Instagram,Carousel, ,https://www.instagram.com/p/CAOG7GEpnc8/,Here is how you can open an @ease wallet account and fund it with *909#.,"2,891","2,891","2,110","2,110",4.64%,6.35%,134,123,123,6,5
14/05/2020,11:00 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAKgS_pgQij/,Call 01 277 0394 or email Insurancesolution@stanbicibtc.com to get the #BestInsuranceDeals today.,"2,427","2,427","2,270","2,270",3.30%,3.52%,80,73,73,5,2
14/05/2020,11:51 AM,Instagram,Photo, ,https://www.instagram.com/p/CAKmNEMJGQz/,Purchasing your goods from abroad is easy-peasy with our Form Q. Call us today on 0700 333 3333 or email enterprisedirect@stanbicibtc.com,"2,305","2,305","2,088","2,088",3.08%,3.40%,71,68,68,0,3
14/05/2020,1:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAKuCJtlV83/,"The Igbo-Ora tribe has the highest rate of twin births in the world. A little town in Oyo state, that has been nicknamed Twin capital of the World because of its unusually high rate of twins that is put as high as 158 twins per 1000 births. #NaijaLife #Nigeria #Culture","3,136","3,136","2,917","2,917",4.27%,4.59%,134,128,128,3,3
14/05/2020,6:13 PM,Instagram,Carousel, ,https://www.instagram.com/p/CALR4nWpLSx/,We’re now open to serve you. Click the link in our bio to view the list of branch closest to you and swipe left to view our pension office that are open to customers. Your safety is our priority! #Covid19,"2,684","2,684","2,063","2,063",4.81%,6.25%,129,120,120,7,2
13/05/2020,10:00 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAH0o0XAYqa/,"The last ten nights are the most sacred period of #Ramadan. They offer us a chance to come close to Allah. We therefore all want to make the most of these holy nights, so here are tips to make it productive. Kindly share other tips you know. We would love to learn from you.","3,054","3,054","2,780","2,780",3.70%,4.06%,113,91,91,20,2
13/05/2020,1:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAIJPb_l9oJ/,"Staying safe is your priority, make payments on e-commerce sites and POS with C'Gate USSD solutions. Call 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com for more details. #StaySafe","2,555","2,555","2,332","2,332",3.41%,3.73%,87,81,81,5,1
13/05/2020,1:10 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAIKXVHF08K/,"What is a Will and why is it important? Join Emi Agaba-Oloja on #BlueTalks as she discusses wealth growth, wealth preservation and having a Will or Trust during this period. To watch, click the link in our bio.","3,003","3,003","2,741","2,741",3.20%,3.50%,96,89,89,5,2
13/05/2020,11:04 PM,Instagram,Photo, ,https://www.instagram.com/p/CAJOawIp0bD/,"Tune in #Repost @smooth981 (@get_repost)
・・・
Tomorrow morning on #BusinessExpress981 with @rotankwot, we'll discuss the capital market with Dele Akintola as special guest.

Tune in at 6:40am ... Powered by @stanbicibtc","2,395","2,395","2,099","2,099",2.63%,3%,63,62,62,0,1
13/05/2020,11:08 PM,Instagram,Carousel, ,https://www.instagram.com/p/CAJO1SkJlhn/,"Have you heard of the Shari’ah Fixed Income Fund? 
Here are 4 reasons why you should invest in the Shari’ah Fixed income Fund. (Slide 2)
Investing in the Shari’ah Fixed Income Fund is as easy as ABC. Here’s what makes up the Know Your Customer (KYC) Documentation. (Slide 4)

So, what are you waiting for? Click the link in our bio and we’ll contact you to get started! Don’t forget to #StaySafe and follow basic protective measures like maintaining social distancing, not going out without a mask and washing and sanitising your hands regularly. #WealthWednesday","2,805","2,805","2,199","2,199",3.81%,4.87%,107,100,100,5,2
13/05/2020,11:22 PM,Instagram,Carousel, ,https://www.instagram.com/p/CAJQdxxJnlc/,Thank you for joining the Blue Talks webinar on COVID-19 Preparedness and Wealth Preservation. Here are some of the highlights.,"1,939","1,939","1,440","1,440",3.46%,4.65%,67,66,66,0,1
12/05/2020,11:00 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAFWtFkADfD/,"Dial *909*8*# to buy data and don’t miss out on all the updates, gists and gossips! #Safe #StanbicIBTC","3,328","3,328","2,976","2,976",3.19%,3.56%,106,95,95,9,2
12/05/2020,1:40 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAFpCmTFBoM/,"What is a Will and why is it important? Join Emi Agaba-Oloja on Blue Talks as she discusses wealth growth, wealth preservation and having a Will or Trust during this period.  To register, click link in bio","2,804","2,804","2,437","2,437",3.32%,3.82%,93,84,84,8,1
12/05/2020,3:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAFyLqLFNd0/,"Shop with your Stanbic IBTC card at any Hubmart store this #Ramadan and enjoy a 5% discount on all purchases above N5000. T&Cs apply
For more details, call 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com","3,823","3,823","3,334","3,334",4.13%,4.74%,158,131,131,24,3
11/05/2020,10:35 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CACvE43gb8A/,"It's a new week! 
Start your morning off with a big smile and remember to show the world how amazing you are! Happy Monday and stay safe! 😉  #PowerUpMonday #MondayMotivation","3,507","3,507","3,159","3,159",3.93%,4.37%,138,118,118,17,3
11/05/2020,6:01 PM,Instagram,Photo, ,https://www.instagram.com/p/CADiL8BJCFT/,You don't have to worry about going against your Islamic principles when deciding on how and where to invest. Click the link in our bio to get started. #NeverStopInvesting,"4,035","4,035","3,648","3,648",3.30%,3.65%,133,127,127,4,2
10/05/2020,1:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAAa281Fjeh/,Shop online with your Stanbic IBTC debit MasterCard and enjoy amazing offers. #StanbicIBTC #Card,"3,277","3,277","2,967","2,967",3.51%,3.88%,115,87,87,25,3
