Date,Time,Network,Content Type,Sent by,Post,Impressions,Organic Impressions,Engagement Rate (per Impression),Engagements,Reactions,Likes,Comments,Shares,Click-Through Rate,Post Link Clicks,Post Clicks (All),Video Views,Organic Video Views,Poll Votes
04/06/2020,7:18 PM,LinkedIn,Video, ,"Staying safe is your first priority. We will win the fight over COVID-19 together. #StaySafe
",989,989,3.03%,30,14,14,0,6,1.01%,10,10,174,174,0
04/06/2020,8:00 PM,LinkedIn,Photo,Aramide Salami,"😀 You can only subtract 5 from 25 once. #TriviaThursday
",571,571,3.50%,20,12,12,1,1,1.05%,6,6,0,0,0
03/06/2020,9:00 AM,LinkedIn,Photo,Sophia Amuka,"Be #MoneySafe! 
",735,735,3.81%,28,18,18,0,1,1.22%,9,9,0,0,0
03/06/2020,2:04 PM,LinkedIn,Photo,Sophia Amuka,Stanbic IBTC PMI increases slightly to 40.7 in May. Here are the highlights,"1,070","1,070",8.50%,91,12,12,0,2,7.20%,77,77,0,0,0
03/06/2020,5:17 PM,LinkedIn,Photo, ,What’s the worst thing that could happen to your phone? #WealthWednesday,547,547,4.94%,27,9,9,1,0,3.11%,17,17,0,0,0
03/06/2020,5:18 PM,LinkedIn,Photo, ,"We never hope for a mishap to occur. Sadly, these things happen and you would have to replace your phone in the event that it gets damaged anyway. Why bear the risk when you can pay a small premium to an insurance company in exchange for the peace of mind? 
#WealthWednesday
",413,413,1.69%,7,6,6,0,0,0.24%,1,1,0,0,0
03/06/2020,5:21 PM,LinkedIn,Photo, ,"For more information on our home content insurance or any other insurance product, please contact Stanbic IBTC Insurance Brokers on 01 2770394 or send an email to insurancesolution@stanbicibtc.com. Remember that our services are at no additional cost to you. Don’t forget to #StaySafe and follow basic protective measures like maintaining social distancing, not going out without a mask, and washing and sanitising your hands regularly. 
#WealthWednesday",618,618,3.56%,22,15,15,0,1,0.97%,6,6,0,0,0
03/06/2020,8:00 PM,LinkedIn,Photo,Sophia Amuka,"It’s time to activate your superpower. Watch this space for more details. #LikeAHero
","1,090","1,090",4.04%,44,31,31,0,2,1.01%,11,11,0,0,0
02/06/2020,9:31 AM,LinkedIn,Photo,Sophia Amuka,"Shop at your convenience on Jumia with your Stanbic IBTC Mastercard and get a 10% discount. 
T&Cs apply!
",875,875,2.74%,24,17,17,0,2,0.57%,5,5,0,0,0
02/06/2020,1:00 PM,LinkedIn,Photo,Sophia Amuka,"Still not sure whether to invest in the FGN Bonds? 
Here are 5 reasons why you should. Send an email to stockbroking@stanbicibtc.com and let us get you started.
","1,404","1,404",4.20%,59,33,33,0,3,1.64%,23,23,0,0,0
02/06/2020,5:00 PM,LinkedIn,Photo,Sophia Amuka,"Whatever your insurance needs are, we can get you the #BestInsuranceDeals. 
Call 01 277 0394 or email insurancesolution@stanbicibtc.com to know more.
",565,565,2.65%,15,11,11,0,2,0.35%,2,2,0,0,0
02/06/2020,8:00 PM,LinkedIn,Photo,Sophia Amuka,"Dial *909*19# to do a COVID-19 self-test. #StaySafe during this period and contact the NCDC toll-free line 0800 970 00010 should you experience any symptoms.
",662,662,3.47%,23,22,22,0,0,0.15%,1,1,0,0,0
01/06/2020,9:26 AM,LinkedIn,Photo,Aramide Salami,"Good morning, Fam! 
Have a fabulous week 😉  
#PowerUpMonday #MondayMotivation 
","1,112","1,112",5.40%,60,40,40,0,2,1.62%,18,18,0,0,0
01/06/2020,11:00 AM,LinkedIn,Photo,Aramide Salami,"For everything you’ve been through, there’s a blessing for you!😉 
May this new month be a favorable one for you and yours. #HappyNewMonth
",826,826,4%,33,24,24,1,1,0.85%,7,7,0,0,0
01/06/2020,4:00 PM,LinkedIn,Photo,Sophia Amuka,"Don’t wait till tomorrow to #HappenToLife, when you can today. Call us on 01 271 6000 or email pensionsolution@stanbicibtc.com for more details.
",623,623,2.57%,16,10,10,0,1,0.80%,5,5,0,0,0
01/06/2020,8:00 PM,LinkedIn,Photo,Sophia Amuka,"Let’s see if you know your superheroes. Can you guess the super hero? #LikeAHero
",904,904,3.65%,33,12,12,4,1,1.77%,16,16,0,0,0
31/05/2020,12:00 PM,LinkedIn,Photo,Sophia Amuka,"Never run out of data. Buy data easily by dialing *909*8#.
",878,878,2.16%,19,13,13,0,0,0.68%,6,6,0,0,0
31/05/2020,6:00 PM,LinkedIn,Photo,Sophia Amuka,"From now till 05 June, 2020, when you use your Stanbic IBTC Mastercard to shop on Jumia, you can get up to 10% off your purchase. Start shopping now to enjoy great discounts!
Terms and conditions apply.
","1,211","1,211",2.15%,26,20,20,0,0,0.50%,6,6,0,0,0
30/05/2020,2:00 PM,LinkedIn,Photo,Sophia Amuka,"Get on board with the coolest way to pay!
Make payments on web and POS using the C’Gate USSD solution.
","1,032","1,032",3%,31,22,22,0,0,0.87%,9,9,0,0,0
30/05/2020,8:00 PM,LinkedIn,Photo,Sophia Amuka,"With a Stanbic IBTC Education Trust (#SET), you are assured of a bright future for your child. Talk to us on 01-2706800 or email sitlagency@stanbicibtc.com to get started.
","1,084","1,084",1.85%,20,14,14,0,0,0.55%,6,6,0,0,0
29/05/2020,11:00 AM,LinkedIn,Photo,Sophia Amuka,"With the 2 Billion naira long term credit, Health businesses now have access to funding to grow their businesses. This will help them mitigate funding issues to their business expansion. Call 0700 909 909 909 or email to CustomerCareNigeria@stanbicibtc.com to know more.
","1,072","1,072",4.20%,45,20,20,1,1,2.15%,23,23,0,0,0
28/05/2020,10:00 AM,LinkedIn,Photo,Sophia Amuka,"With N5000 you can plant the seeds today for a prosperous tomorrow. Invest in mutual funds today! Call 01 280 1266 or email assetmanagement@stanbicibtc.com now to get started.
#NeverStopInvesting
","1,264","1,264",4.51%,57,24,24,2,1,2.37%,30,30,0,0,0
28/05/2020,4:00 PM,LinkedIn,Photo,Sophia Amuka,"#StaySafe, get all your banking needs done within the comfort of your home. Use #APPyness, internet banking and *909#.
",805,805,3.85%,31,18,18,0,2,1.37%,11,11,0,0,0
27/05/2020,8:20 AM,LinkedIn,Video, ,"Whatever they imagine, they can be.
Show them that impossibility does not exist.
Happy #ChildrensDay","1,524","1,524",3.61%,55,32,32,3,10,0.66%,10,10,470,470,0
27/05/2020,10:17 AM,LinkedIn,Photo, ,"Paying your child's school fees shouldn't scare you.
Join us on Instagram by 2pm today to learn how you can draw up a school fees strategy.
#BlueTalks 
#SET","1,705","1,705",4.28%,73,29,29,4,4,2.11%,36,36,0,0,0
27/05/2020,10:04 PM,LinkedIn,Photo, ,"Thank you for joining our Instagram Live session on drawing up a school fees strategy.
#ICYMI, here are some highlights for you.
If you have more questions or need more guidance, send an email to sitlagency@stanbicibtc.com
#BlueTalks
#SET","1,021","1,021",6.07%,62,11,11,1,1,4.80%,49,49,0,0,0
26/05/2020,10:00 AM,LinkedIn,Photo,Sophia Amuka,"Don’t forget, you should not go out without a mask. Protect yourself and others.
#StaySafe
#MaskUp
",640,640,2.81%,18,9,9,0,3,0.94%,6,6,0,0,0
26/05/2020,12:26 PM,LinkedIn,Photo, ,"School fees! 
Two words parents dread 😁😁😁
Want to know how not to fret when the school fees season comes? Join us for an Instagram Live session on 27 May, 2020 to learn how to draw up a sure school fees strategy.
You do not want to miss it!
#BlueTalks",924,924,3.68%,34,16,16,1,2,1.62%,15,15,0,0,0
26/05/2020,2:00 PM,LinkedIn,Photo,Sophia Amuka,"Buy what you need from the comfort of your home. Get up to 10% off when you shop on Jumia with your Stanbic IBTC Mastercard. Offer valid till 05 June.
Terms and Conditions apply.
","1,418","1,418",2.61%,37,25,25,0,4,0.56%,8,8,0,0,0
26/05/2020,6:00 PM,LinkedIn,Photo,Sophia Amuka,"With the #BestInsuranceDeals from us, you won’t have to worry about unplanned medical expenses. Call 01 277 0394 or email Insurancesolution@stanbicibtc.com to get started.
",981,981,3.06%,30,21,21,0,1,0.82%,8,8,0,0,0
25/05/2020,8:00 AM,LinkedIn,Photo,Sophia Amuka,"We choose to rise beyond the challenges of the global pandemic and remain true to our commitment to unity and hope in our Africanness. 
#HappyAfricaDay
","1,550","1,550",3.81%,59,31,31,1,5,1.42%,22,22,0,0,0
25/05/2020,12:00 PM,LinkedIn,Photo,Sophia Amuka,"Treat everything you do now as a seed for the future. What you plant today, you will harvest tomorrow. #PowerUpMonday #MondayMotivation 
",878,878,2.96%,26,16,16,1,3,0.68%,6,6,0,0,0
25/05/2020,6:05 PM,LinkedIn,Photo, ,"Life as you know it shouldn’t stop just because you retire. With us as your pension managers, you can #HappenToLife even when you retire.
Call 01 271 6000 or email pensionsolution@stanbicibtc.com now to get started.","1,072","1,072",2.43%,26,15,15,0,2,0.84%,9,9,0,0,0
24/05/2020,8:00 AM,LinkedIn,Video, ,"May the blessings of this season be with you and yours now and always.
#EidAlFitr","1,053","1,053",2.28%,24,16,16,0,2,0.57%,6,6,129,129,0
24/05/2020,10:00 AM,LinkedIn,Photo,Sophia Amuka,"As we end the #Ramadan season, we pray you will continue to experience the blessings and joy of Ramadan. 
#EidAlFitr
","1,956","1,956",5.21%,102,42,42,5,3,2.66%,52,52,0,0,0
24/05/2020,12:00 PM,LinkedIn,Photo,Sophia Amuka,"Though we may be separated by time, location and global pandemic, let us not forget who we are. We are Africans and we stand united. #HappyAfricaDay
",946,946,2.85%,27,25,25,0,0,0.21%,2,2,0,0,0
23/05/2020,8:00 AM,LinkedIn,Photo,Sophia Amuka,"Even in the face of a global threat to all humanity, we will stand together on the our faith, shared hopes and the positivity of the African spirt. #HappyAfricaDay
","2,457","2,457",5.29%,130,53,53,23,2,2.12%,52,52,0,0,0
23/05/2020,12:00 PM,LinkedIn,Photo,Sophia Amuka,"Get up to 10% discount on Jumia and shop with ease with your Stanbic IBTC Mastercard. 
Valid till 5 June 2020
T&Cs apply  
",918,918,2.83%,26,20,20,0,0,0.65%,6,6,0,0,0
23/05/2020,4:00 PM,LinkedIn,Photo,Sophia Amuka,"Which would you choose?
#ThisorThat? #LikeAHero
",0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/05/2020,6:00 PM,LinkedIn,Photo,Sophia Amuka,"Open an at ease wallet with ease when you dial *909# and select the at ease wallet option. 
",601,601,1.83%,11,8,8,0,0,0.50%,3,3,0,0,0
22/05/2020,8:00 AM,LinkedIn,Photo,Sophia Amuka,"Get ready to activate your superpower. 😊 😊  Watch this space for more details. #LikeAHero
",781,781,3.84%,30,21,21,1,1,0.90%,7,7,0,0,0
22/05/2020,9:00 AM,LinkedIn,Photo,Sophia Amuka,"Don’t let social distancing stop you from chatting with family and friends, renew your data plan with ease when you dial *909*8#  
",663,663,2.87%,19,13,13,0,2,0.60%,4,4,0,0,0
22/05/2020,11:00 AM,LinkedIn,Photo,Sophia Amuka,"Households, Microenterprises and SMEs! Take advantage of the N50 Billion Targeted Credit Facility offered by the Central Bank of Nigeria (CBN) to mitigate the effects of COVID-19. To know more, please call 0700 909 909 909 or send an email to CustomerCareNigeria@stanbicibtc.com",949,949,5.90%,56,14,14,6,0,3.79%,36,36,0,0,0
22/05/2020,2:00 PM,LinkedIn,Photo,Sophia Amuka,"As we round up #Ramadan, please share with us the lessons you have learnt.
",786,786,2.42%,19,9,9,0,1,1.15%,9,9,0,0,0
22/05/2020,5:00 PM,LinkedIn,Photo,Sophia Amuka,"Call us on 01-2706800 or email sitlagency@stanbicibtc.com and let’s help you prepare for your child’s future education.
",869,869,3.91%,34,21,21,0,1,1.38%,12,12,0,0,0
21/05/2020,9:00 AM,LinkedIn,Photo,Sophia Amuka,"Don’t get lost in the hustle of work life and forget to plan for your retirement. Call 01 271 6000 or email pensionsolution@stanbicibtc.com and let’s help you plan for your retirement.
","1,621","1,621",3.33%,54,28,28,2,6,1.11%,18,18,0,0,0
21/05/2020,3:00 PM,LinkedIn,Photo,Sophia Amuka,"There is a new super hero in town. Watch this space for more details. 
#LikeAHero
",708,708,2.54%,18,16,16,0,0,0.28%,2,2,0,0,0
21/05/2020,6:00 PM,LinkedIn,Photo,Sophia Amuka,"#StaySafe from the comfort of your home and manage all your transactions with #APPyness
",601,601,3.33%,20,11,11,1,0,1.33%,8,8,0,0,0
20/05/2020,8:00 AM,LinkedIn,Photo,Sophia Amuka,"With our digital channels you can #StaySafe and manage your transactions whilst social distancing, but if you do need to visit our branch, here’s a list of branches open - https://lnkd.in/gXmK_3N 
Please adhere to instructions when at the branch.
",960,960,3.96%,38,15,15,0,6,1.77%,17,17,0,0,0
20/05/2020,12:00 PM,LinkedIn,Photo,Sophia Amuka,"Imagine you could take your armour with you anywhere you go. Watch this space for more details. #LikeAHero
",592,592,4.56%,27,16,16,0,0,1.86%,11,11,0,0,0
20/05/2020,5:27 PM,LinkedIn,Video, ,"Are you self-employed and looking to put money aside for retirement? If yes, then the MicroPension Plan is perfect for you! Call 01-2716000 or send an email to pensionsolution@stanbicibtc.com now to get started. 

Don’t forget to #StaySafe and follow basic protective measures like maintaining social distancing, not going out without a mask and washing and sanitising your hands regularly. 
#WealthWednesday #RetireWell",946,946,1.90%,18,7,7,1,6,0.42%,4,4,208,208,0
20/05/2020,8:00 PM,LinkedIn,Photo,Sophia Amuka,"Never share your OTP or password with anyone as you would be putting yourself at the risk being defrauded. Call 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com for more details.
",690,690,3.19%,22,17,17,0,0,0.72%,5,5,0,0,0
19/05/2020,9:09 AM,LinkedIn,Photo,Sophia Amuka,"Get bonus credit to call loved ones, on us. Buy airtime worth N5000 and below with your @easewallet account today at 9:09 – 9:39 am/pm and get a 90.9% bonus. Please note that the bonus will be credited within 24 hours. T&Cs apply 
",690,690,4.20%,29,16,16,0,2,1.59%,11,11,0,0,0
19/05/2020,2:00 PM,LinkedIn,Photo,Sophia Amuka,"If you had the opportunity, which of these would you choose? #LikeAHero
A. Super speed
B. Super Strength
C. Read and move things with your mind
D. Teleport
",668,668,4.04%,27,16,16,2,0,1.35%,9,9,0,0,0
19/05/2020,6:00 PM,LinkedIn,Photo,Sophia Amuka,"Shari'ah Fixed Income Fund provides you liquidity and competitive returns over a period of time, without compromising Islamic values and your peace of mind. Call 01 280 1266 or email assetmanagement@stanbicibtc.com.
#NeverStopInvesting
","1,027","1,027",3.70%,38,19,19,0,3,1.56%,16,16,0,0,0
18/05/2020,10:00 AM,LinkedIn,Photo,Aramide Salami,"Don’t give up on yourself. #PowerUpMonday #MondayMotivation 
","1,155","1,155",3.55%,41,27,27,2,4,0.69%,8,8,0,0,0
18/05/2020,1:00 PM,LinkedIn,Photo,Aramide Salami,"Enjoy 5% discount on purchases worth N5000 and above at Hubmart stores during Ramadan, when you shop with your Stanbic IBTC Card. T&Cs apply.",650,650,3.38%,22,17,17,0,0,0.77%,5,5,0,0,0
18/05/2020,3:59 PM,LinkedIn,Photo,Sophia Amuka,"If you had the opportunity to choose a superpower, what would it be? 
#LikeAHero ","1,313","1,313",4.11%,54,36,36,1,2,1.14%,15,15,0,0,0
18/05/2020,8:09 PM,LinkedIn,Photo,Sophia Amuka,"Whatever your insurance needs are, call 01 277 0394 or email insurancesolution@stanbicibtc.com for the #BestInsuranceDeals",522,522,2.30%,12,9,9,0,0,0.57%,3,3,0,0,0
17/05/2020,12:00 PM,LinkedIn,Photo,Sophia Amuka,"Access your balance real-time, get your statement, make payments, buy airtime top-up and manage your money with our internet banking platform. #StaySafe #StanbicIBTC
","1,978","1,978",2.78%,55,27,27,4,2,1.11%,22,22,0,0,0
16/05/2020,9:00 AM,LinkedIn,Photo,Sophia Amuka,"All of your child’s dreams are valid. Lay the foundation to help them achieve their dreams with an educational trust to #SET them on the right path. Call 01 2706800 or email sitlagency@stanbicibtc.com
","1,035","1,035",2.71%,28,18,18,1,2,0.68%,7,7,0,0,0
16/05/2020,2:00 PM,LinkedIn,Photo,Sophia Amuka,"Stay vigilant. Call us immediately on 0700 909 909 909 to report any suspicious phone call, SMS or email. #MoneySafe
",732,732,3.14%,23,15,15,0,1,0.96%,7,7,0,0,0
16/05/2020,6:00 PM,LinkedIn,Photo,Sophia Amuka,"Tell us what transactions you can carry out with your @easewallet?
",615,615,4.55%,28,12,12,5,1,1.63%,10,10,0,0,0
16/05/2020,8:00 PM,LinkedIn,Photo,Sophia Amuka,Get 90.9% bonus airtime when you recharge airtime worth N5000 and below using your @easewallet account on the 19th of May between 9:09 – 9:39 am/pm. T&Cs apply,909,909,2.53%,23,14,14,0,0,0.99%,9,9,0,0,0
15/05/2020,8:00 AM,LinkedIn,Photo,Sophia Amuka,"It is safer to use our digital channels for your transactions to maintain social distancing. However, if you need to visit our branch,  here are a list of our branches opened to customers https://lnkd.in/gXmK_3N and don’t forget to adhere to the instructions. 
",706,706,2.97%,21,11,11,0,2,1.13%,8,8,0,0,0
15/05/2020,11:00 AM,LinkedIn,Photo,Sophia Amuka,"With the Central Bank of Nigeria COVID-19 intervention, individuals and SMEs can now purchase FX for their valid transactions including essential imports and school fees. Call 0700 909 909 909 or send an email to CustomerCareNigeria@stanbicibtc.com for more details.
",833,833,2.40%,20,11,11,0,1,0.96%,8,8,0,0,0
15/05/2020,12:00 PM,LinkedIn,Photo,Sophia Amuka,"With COVID-19 making headlines around the world, it’s normal to feel uncertain about many aspects of life right now, including your finances. However, this could give you the opportunity to manage your finances better. Here are a few tips for you! #FinanceTip
","2,364","2,364",3.93%,93,35,35,2,3,2.24%,53,53,0,0,0
15/05/2020,4:00 PM,LinkedIn,Photo,Sophia Amuka,All you need to do is inform your employer to make the necessary deductions from your monthly salary. Very simple! Right? Call 01 271 6000 or email pensionsolution@stanbicibtc.com to get started,606,606,2.48%,15,8,8,0,2,0.83%,5,5,0,0,0
15/05/2020,8:00 PM,LinkedIn,Photo,Sophia Amuka,"In a bid to serve you better and also play our part in reducing the spread of COVID-19 virus, we would like to remind you to “Go Digital” as this aligns with the principles of staying safe by maintaining social distance. 
","1,505","1,505",4.52%,68,46,46,1,7,0.93%,14,14,0,0,0
15/05/2020,8:00 PM,LinkedIn,Photo,Sophia Amuka,Here is how you can open an @easewallet account and fund it with *909#.,742,742,7.55%,56,16,16,0,4,4.85%,36,36,0,0,0
14/05/2020,3:00 PM,LinkedIn,Photo,Sophia Amuka,Purchasing your goods from abroad is easy-peasy with our Form Q. Call us today on 0700 333 3333 or email enterprisedirect@stanbicibtc.com,652,652,2.61%,17,14,14,0,1,0.31%,2,2,0,0,0
